738,4
3300,5
1326,4
1219,1
3174,1
5742,1
3774,1
1334,2
2941,1
1512,11
1656,6
1729,3
3920,3
6603,1
2821,2
4876,1
6214,1
3051,1
2123,1
6420,1
1712,2
4375,1
4466,2
6412,1
1975,1
2945,2
107,2
3190,2
2758,1
3914,1
7350,1
469,1
1936,4
2148,1
908,1
2519,1
742,2
1946,1
7,3
2826,1
2370,3
2737,2
1140,8
489,1
5018,1
4085,1
1316,3
2530,4
1704,3
1832,1
4780,1
204,8
873,1
798,5
1155,5
3892,1
4292,1
799,1
2108,2
1414,2
7076,1
1992,3
3975,1
1141,1
1111,1
6467,1
1102,2
1550,3
3625,2
551,2
483,4
3045,3
4205,1
5549,1
4776,1
1978,1
278,1
5320,1
3768,1
3082,1
4577,1
844,1
979,1
2451,1
1748,2
717,1
4026,1
1469,1
219,3
4662,1
1339,1
133,4
1026,5
163,2
3008,1
3150,6
3429,1
2674,1
5725,1
6815,1
3081,1
1750,4
1830,3
234,9
560,9
1751,1
1573,2
1356,2
3198,2
585,5
1152,7
3275,1
5400,4
1540,7
1876,2
1007,1
276,6
735,5
3781,1
5800,2
6180,1
8,5
1598,1
721,1
2144,1
5050,1
158,3
3757,1
53,2
2230,1
4294,1
2948,1
5566,2
6578,1
246,5
72,11
817,1
697,1
2020,2
2553,1
3216,2
333,2
2482,1
6000,3
2717,3
3232,1
5974,1
6345,1
361,1
500,6
1742,2
2134,2
2704,3
670,2
989,1
545,1
1131,2
1790,1
1269,2
1023,2
893,1
2232,5
3510,5
2595,1
101,2
2475,3
3439,1
5068,1
5319,1
3723,1
6216,1
6102,1
189,7
1116,5
4582,1
5076,1
5766,1
1166,2
3825,2
179,2
226,3
2532,1
1611,1
4515,1
6789,1
3473,1
1160,5
3058,1
2672,1
327,1
3980,1
308,7
588,8
848,3
1617,3
2639,2
3124,1
279,3
2431,3
986,2
258,3
1078,4
2220,5
388,2
648,9
2465,2
1391,1
3536,3
518,2
2875,2
3692,1
3576,1
3366,3
3230,2
1610,4
125,4
1560,9
927,1
348,6
4452,2
2655,1
4248,2
994,2
4810,1
5454,1
6090,2
4312,2
6448,2
1368,7
6148,1
5225,1
5106,1
320,7
750,7
4850,1
3895,1
3075,2
1015,3
3796,1
3040,3
4316,1
4598,2
6780,1
959,1
603,2
2394,4
2628,2
5820,1
5778,1
4851,1
3744,4
4004,3
1212,2
3162,2
4550,2
3525,2
1905,1
4172,1
1520,5
3772,1
935,3
2226,2
314,1
4756,1
905,1
4888,1
1593,2
498,3
6300,3
6900,1
3402,4
2968,2
1798,2
3172,2
3009,1
5082,2
3262,1
196,7
2086,1
2607,1
1506,1
3012,1
1372,3
2142,5
32,6
231,6
1146,1
6468,1
4935,1
5258,1
909,1
568,2
4267,1
7843,1
2260,2
5221,1
1304,1
3770,2
3888,4
646,2
1703,1
78,7
604,1
3059,2
294,6
4416,2
5049,1
3179,1
3614,1
4120,1
1914,3
5616,3
7378,1
2169,1
3374,1
553,1
4351,1
6748,1
5187,1
4830,3
2739,1
6072,1
1342,2
3860,1
407,1
2540,2
6244,1
64,6
4676,1
4482,2
2413,1
265,1
1121,1
1672,4
1651,1
2320,4
5611,1
5330,1
975,4
7564,1
417,1
4860,3
3976,1
7337,1
6096,1
561,3
3287,1
67,2
3496,2
5,3
3306,2
26,5
145,4
177,3
5250,3
4692,1
1254,4
6119,1
410,3
2270,1
292,2
4116,2
241,2
128,6
7502,1
4260,2
1384,1
3328,2
2196,3
1615,2
915,2
3354,1
2358,1
2632,2
98,5
154,7
167,2
3621,1
1331,1
1570,1
1253,1
1458,4
1479,2
2820,4
3743,1
4509,1
7440,2
2511,2
3650,1
142,3
1105,3
6235,1
5460,3
180,14
5921,1
3298,1
3204,1
391,2
5427,1
1537,1
70,7
203,4
777,2
1357,1
2688,6
4611,1
4,4
793,1
1278,3
3586,1
2788,1
2250,6
1173,2
4920,3
4867,1
6045,1
4531,1
1965,1
4234,1
5356,1
834,1
341,2
2408,2
218,3
129,3
1311,2
2398,2
3268,1
3382,1
1448,1
2035,1
493,2
4228,1
3140,1
191,2
422,1
895,1
6873,1
2352,6
1870,4
6990,1
2596,2
2068,2
5650,1
6293,2
4344,1
1694,4
2420,4
6156,1
4495,2
1526,2
2812,1
7170,1
2442,2
3021,1
1428,7
1350,8
74,3
1204,3
426,3
6162,1
2328,2
141,3
4380,2
5525,1
4522,1
1825,1
3318,2
4029,1
190,6
716,1
6100,1
6175,1
3380,2
1196,3
1581,2
2033,1
2349,2
1128,4
100,8
2528,1
3841,1
5278,2
396,9
4209,1
3056,1
4165,1
3161,1
7781,1
621,4
2793,2
2679,1
5832,2
723,1
3315,2
4264,1
5252,1
5720,1
130,7
121,3
3630,3
3066,2
4784,2
436,2
1937,1
865,1
1312,2
2121,1
1477,1
176,8
296,3
6360,1
4816,1
3816,2
806,3
5910,1
4020,2
3010,1
1024,2
2860,4
1675,1
123,3
1022,2
1887,1
3652,1
1120,8
2666,1
4150,1
403,2
2567,1
845,2
3003,2
268,2
3775,1
3912,1
2839,1
3472,4
139,2
5798,1
1630,1
1962,2
1529,1
6150,2
4233,1
3944,2
7254,1
7250,1
251,2
2289,1
3700,2
578,1
2783,2
2871,1
3024,8
5017,1
2848,1
7409,1
2461,1
3507,1
95,4
2071,1
46,4
2534,1
655,1
897,2
5053,1
5751,1
2781,1
7626,1
33,4
2208,4
712,2
1159,1
4025,2
5332,1
5516,1
1057,1
1792,4
5936,1
4161,1
987,2
6777,1
2376,6
1827,3
3504,2
860,4
1875,2
4524,2
5100,2
1969,1
2176,2
3875,2
3996,2
2365,1
2660,4
2331,1
7056,1
1534,2
6291,1
1313,1
378,9
1296,8
2266,2
3360,8
2023,1
323,2
1644,1
149,2
2197,1
1727,1
1218,5
2685,1
3175,1
725,3
2869,1
2703,1
5430,1
2292,1
840,14
5694,1
1935,2
3843,1
2,3
2865,1
4242,1
5904,1
2425,1
972,6
1744,2
944,3
4313,1
150,10
187,4
3068,2
1002,1
4240,1
1566,4
5000,2
6006,1
6272,1
858,5
1390,1
2247,1
985,1
5771,1
1670,1
233,2
517,1
374,4
2363,1
1608,3
5456,2
3978,3
2883,1
3540,3
3718,2
71,2
1295,1
155,4
1088,3
3696,5
5628,1
440,8
1826,2
6630,1
3765,1
1038,1
4140,4
3080,4
214,3
1944,6
928,4
6727,1
4706,1
1909,1
274,1
7084,1
356,2
319,2
791,1
1016,2
4089,1
2888,1
334,1
3705,2
3456,4
6132,1
5750,2
7000,1
1148,3
2900,3
1408,4
3615,1
4374,2
678,2
3689,2
5348,1
1065,2
350,6
1207,1
1096,1
1592,1
6975,1
425,3
2700,7
3193,1
4814,1
4984,1
5852,1
5890,1
3725,1
3924,1
2460,5
741,3
981,1
398,1
5060,3
6960,2
3450,4
375,4
2928,3
343,1
284,2
2740,1
5152,2
4848,1
6084,1
345,4
700,8
3984,2
1351,1
7316,1
301,1
2720,3
3129,1
3749,1
1848,8
1562,2
2527,1
4725,3
999,2
6014,1
6125,1
5166,1
3475,1
415,1
4450,1
4321,1
4698,2
596,1
22,5
2133,2
1808,2
2712,2
5520,3
4941,1
4884,1
4966,1
5797,1
2568,2
4636,1
4318,1
570,7
4394,1
2085,1
1507,1
5856,1
162,8
1206,3
1725,3
4202,1
6561,1
1168,2
3585,1
143,4
1817,1
5103,2
4125,1
1856,3
3250,3
2025,4
1001,3
2790,4
3906,3
358,1
7657,1
3043,1
497,1
75,6
2938,2
1441,1
166,3
2852,2
4576,2
4656,1
5432,1
4875,1
4900,3
2625,3
5980,1
3509,1
4579,1
1300,5
1650,6
4580,1
3165,1
62,4
3007,1
642,2
3486,2
583,1
2079,4
6479,1
2880,7
2132,2
3335,2
1547,3
6860,1
25,4
4266,2
6050,1
1760,6
2057,2
3211,2
309,1
1818,2
329,1
1708,3
2430,5
2180,2
1892,2
3570,4
4185,2
815,1
5112,1
4602,1
2222,2
217,4
1066,2
5790,1
6030,1
3388,3
3791,1
